Date,maxT,minT,prcpt,rDate,year,month,droughtThresh,droughtPeriod,periodCount,drought
24/02/09,7.5,5.4,0,2009-02-24,2009,Feb,1,Start,1,Not drought
25/02/09,8.1,5.2,0.2,2009-02-25,2009,Feb,0,End,,
26/02/09,7.9,3.7,0.1,2009-02-26,2009,Feb,1,Start,1,Not drought
27/02/09,7.7,4.5,7.4,2009-02-27,2009,Feb,0,End,,
1/03/09,8.5,3.8,0,2009-03-01,2009,Mar,1,Start,2,Not drought
3/03/09,8,3.8,1.7,2009-03-03,2009,Mar,0,End,,
6/03/09,4.6,0.3,0,2009-03-06,2009,Mar,1,Start,1,Not drought
7/03/09,7.5,2.1,0.7,2009-03-07,2009,Mar,0,End,,
9/03/09,4.8,1.1,0,2009-03-09,2009,Mar,1,Start,1,Not drought
10/03/09,6.6,2.8,16.9,2009-03-10,2009,Mar,0,End,,
11/03/09,8.3,2.1,0,2009-03-11,2009,Mar,1,Start,1,Not drought
12/03/09,12,5.4,3,2009-03-12,2009,Mar,0,End,,
13/03/09,9.8,3.4,0,2009-03-13,2009,Mar,1,Start,1,Not drought
14/03/09,9.1,5.7,1.6,2009-03-14,2009,Mar,0,End,,
15/03/09,9.6,5,0,2009-03-15,2009,Mar,1,Start,8,Not drought
23/03/09,9.4,5.9,0.6,2009-03-23,2009,Mar,0,End,,
30/03/09,7.9,1.7,0,2009-03-30,2009,Mar,1,Start,5,Not drought
4/04/09,14.1,3.8,1.1,2009-04-04,2009,Apr,0,End,,
5/04/09,11.2,0.1,0,2009-04-05,2009,Apr,1,Start,2,Not drought
7/04/09,12.4,4.9,1.5,2009-04-07,2009,Apr,0,End,,
12/04/09,11.6,1.8,0,2009-04-12,2009,Apr,1,Start,3,Not drought
15/04/09,13.4,6.2,1.6,2009-04-15,2009,Apr,0,End,,
16/04/09,13.3,7.6,0,2009-04-16,2009,Apr,1,Start,1,Not drought
17/04/09,9.4,6.7,1.2,2009-04-17,2009,Apr,0,End,,
18/04/09,13.5,2.7,0,2009-04-18,2009,Apr,1,Start,8,Not drought
26/04/09,14.7,3.3,0.4,2009-04-26,2009,Apr,0,End,,
30/04/09,14.5,5.9,0.1,2009-04-30,2009,Apr,1,Start,1,Not drought
1/05/09,14.9,9.9,2.1,2009-05-01,2009,May,0,End,,
10/05/09,12.8,3.8,0,2009-05-10,2009,May,1,Start,5,Not drought
15/05/09,9.8,7.5,14.8,2009-05-15,2009,May,0,End,,
24/05/09,18,7.4,0,2009-05-24,2009,May,1,Start,2,Not drought
26/05/09,18.3,7.7,3.2,2009-05-26,2009,May,0,End,,
29/05/09,18.4,8.1,0,2009-05-29,2009,May,1,Start,8,Not drought
6/06/09,15.2,5.4,15.1,2009-06-06,2009,Jun,0,End,,
9/06/09,14,7.4,0,2009-06-09,2009,Jun,1,Start,2,Not drought
11/06/09,11.8,7.7,7,2009-06-11,2009,Jun,0,End,,
13/06/09,17.8,11.7,0,2009-06-13,2009,Jun,1,Start,2,Not drought
15/06/09,19.4,10.7,3.9,2009-06-15,2009,Jun,0,End,,
17/06/09,20.1,11.6,0,2009-06-17,2009,Jun,1,Start,1,Not drought
18/06/09,13.2,7.8,8,2009-06-18,2009,Jun,0,End,,
22/06/09,15,10.5,0,2009-06-22,2009,Jun,1,Start,3,Not drought
25/06/09,20.4,9.8,0.8,2009-06-25,2009,Jun,0,End,,
28/06/09,20.9,14.9,0,2009-06-28,2009,Jun,1,Start,1,Not drought
29/06/09,22.6,14.9,1.5,2009-06-29,2009,Jun,0,End,,
2/07/09,26.6,16.9,0,2009-07-02,2009,Jul,1,Start,1,Not drought
3/07/09,26.3,15.3,7.2,2009-07-03,2009,Jul,0,End,,
6/07/09,21.5,12.9,0,2009-07-06,2009,Jul,1,Start,1,Not drought
7/07/09,17.7,10.6,21.3,2009-07-07,2009,Jul,0,End,,
11/07/09,16.2,9.8,0,2009-07-11,2009,Jul,1,Start,1,Not drought
12/07/09,19.4,12.2,12.3,2009-07-12,2009,Jul,0,End,,
3/08/09,17.2,8,0,2009-08-03,2009,Aug,1,Start,1,Not drought
4/08/09,19.8,11.4,0.8,2009-08-04,2009,Aug,0,End,,
6/08/09,21.3,12.5,0,2009-08-06,2009,Aug,1,Start,1,Not drought
7/08/09,19.9,11.4,5.8,2009-08-07,2009,Aug,0,End,,
8/08/09,20.2,8.6,0,2009-08-08,2009,Aug,1,Start,2,Not drought
10/08/09,21.8,13.7,2.1,2009-08-10,2009,Aug,0,End,,
13/08/09,18,12,0,2009-08-13,2009,Aug,1,Start,2,Not drought
15/08/09,19,15.3,0.6,2009-08-15,2009,Aug,0,End,,
18/08/09,17.9,10.9,0,2009-08-18,2009,Aug,1,Start,3,Not drought
21/08/09,18.6,10.1,4.2,2009-08-21,2009,Aug,0,End,,
24/08/09,20.9,12.8,0,2009-08-24,2009,Aug,1,Start,1,Not drought
25/08/09,15.7,10,5.9,2009-08-25,2009,Aug,0,End,,
6/09/09,14.9,10.7,0.1,2009-09-06,2009,Sep,1,Start,1,Not drought
7/09/09,15.9,12.1,3.3,2009-09-07,2009,Sep,0,End,,
8/09/09,17.2,13.1,0,2009-09-08,2009,Sep,1,Start,1,Not drought
9/09/09,21.9,9.2,3.9,2009-09-09,2009,Sep,0,End,,
10/09/09,16.4,5.2,0,2009-09-10,2009,Sep,1,Start,13,Not drought
23/09/09,16,10.2,0.9,2009-09-23,2009,Sep,0,End,,
24/09/09,14.3,8.6,0,2009-09-24,2009,Sep,1,Start,5,Not drought
29/09/09,14.8,11.6,1.8,2009-09-29,2009,Sep,0,End,,
2/10/09,13.2,6.2,0,2009-10-02,2009,Oct,1,Start,2,Not drought
4/10/09,13.3,3.2,0.9,2009-10-04,2009,Oct,0,End,,
8/10/09,10.5,2,0,2009-10-08,2009,Oct,1,Start,2,Not drought
10/10/09,11.8,6.9,2.9,2009-10-10,2009,Oct,0,End,,
11/10/09,13.8,9.8,0,2009-10-11,2009,Oct,1,Start,1,Not drought
12/10/09,12.4,3.6,1.7,2009-10-12,2009,Oct,0,End,,
13/10/09,11.8,1.1,0,2009-10-13,2009,Oct,1,Start,2,Not drought
15/10/09,13.9,11,0.6,2009-10-15,2009,Oct,0,End,,
17/10/09,11,4.9,0,2009-10-17,2009,Oct,1,Start,4,Not drought
21/10/09,10.2,5,5.8,2009-10-21,2009,Oct,0,End,,
22/10/09,12.1,9.6,0,2009-10-22,2009,Oct,1,Start,1,Not drought
23/10/09,12.2,9.2,4.6,2009-10-23,2009,Oct,0,End,,
29/10/09,15.2,4.9,0,2009-10-29,2009,Oct,1,Start,2,Not drought
31/10/09,12.7,10.3,2.8,2009-10-31,2009,Oct,0,End,,
1/12/09,3.6,-3.6,0,2009-12-01,2009,Dec,1,Start,1,Not drought
2/12/09,4.9,-2.2,5.9,2009-12-02,2009,Dec,0,End,,
11/12/09,7.2,-2.8,0,2009-12-11,2009,Dec,1,Start,1,Not drought
12/12/09,4.5,-0.7,0.3,2009-12-12,2009,Dec,0,End,,
14/12/09,5.3,2.4,0,2009-12-14,2009,Dec,1,Start,1,Not drought
15/12/09,4.6,2.2,4.9,2009-12-15,2009,Dec,0,End,,
18/12/09,1.5,-3.1,0,2009-12-18,2009,Dec,1,Start,1,Not drought
19/12/09,-0.7,-5.5,0.4,2009-12-19,2009,Dec,0,End,,
28/12/09,2.8,-2.2,0,2009-12-28,2009,Dec,1,Start,1,Not drought
29/12/09,1.5,-2.2,5.9,2009-12-29,2009,Dec,0,End,,
1/01/10,1.4,-3.8,0,2010-01-01,2010,Jan,1,Start,1,Not drought
2/01/10,0.2,-3.6,0.9,2010-01-02,2010,Jan,0,End,,
4/01/10,-2.1,-10.7,0,2010-01-04,2010,Jan,1,Start,1,Not drought
5/01/10,-0.4,-3.5,1.5,2010-01-05,2010,Jan,0,End,,
8/01/10,-1.2,-6.3,0,2010-01-08,2010,Jan,1,Start,1,Not drought
9/01/10,-1.5,-5,0.4,2010-01-09,2010,Jan,0,End,,
12/01/10,0,-0.7,0,2010-01-12,2010,Jan,1,Start,1,Not drought
13/01/10,-0.3,-1.7,0.4,2010-01-13,2010,Jan,0,End,,
14/01/10,0.6,-1.7,0,2010-01-14,2010,Jan,1,Start,1,Not drought
15/01/10,3,-0.9,13.7,2010-01-15,2010,Jan,0,End,,
18/01/10,5.1,3.2,0,2010-01-18,2010,Jan,1,Start,1,Not drought
19/01/10,6.2,3.5,2.5,2010-01-19,2010,Jan,0,End,,
20/01/10,4.4,1.4,0,2010-01-20,2010,Jan,1,Start,1,Not drought
21/01/10,2.4,0.4,0.5,2010-01-21,2010,Jan,0,End,,
26/01/10,0.9,-0.2,0,2010-01-26,2010,Jan,1,Start,1,Not drought
27/01/10,3.1,-0.2,0.2,2010-01-27,2010,Jan,0,End,,
31/01/10,1.1,-2.3,0,2010-01-31,2010,Jan,1,Start,3,Not drought
3/02/10,5.7,-2.9,10.5,2010-02-03,2010,Feb,0,End,,
6/02/10,7.6,1.8,0.1,2010-02-06,2010,Feb,1,Start,1,Not drought
7/02/10,5.1,0.6,0.2,2010-02-07,2010,Feb,0,End,,
11/02/10,1.4,-2.4,0,2010-02-11,2010,Feb,1,Start,1,Not drought
12/02/10,2.8,-1,1,2010-02-12,2010,Feb,0,End,,
14/02/10,3.5,-0.3,0,2010-02-14,2010,Feb,1,Start,1,Not drought
15/02/10,4.2,-0.4,0.2,2010-02-15,2010,Feb,0,End,,
17/02/10,4.8,-4.9,0,2010-02-17,2010,Feb,1,Start,2,Not drought
19/02/10,1.1,-0.7,1.3,2010-02-19,2010,Feb,0,End,,
23/02/10,1.4,-2,0,2010-02-23,2010,Feb,1,Start,1,Not drought
24/02/10,1.3,-0.8,2.7,2010-02-24,2010,Feb,0,End,,
1/03/10,2.9,-0.8,0,2010-03-01,2010,Mar,1,Start,1,Not drought
2/03/10,5.3,-0.9,0.5,2010-03-02,2010,Mar,0,End,,
3/03/10,6.1,-1.2,0,2010-03-03,2010,Mar,1,Start,3,Not drought
6/03/10,5.8,0.8,0.2,2010-03-06,2010,Mar,0,End,,
7/03/10,4.9,-6.4,0,2010-03-07,2010,Mar,1,Start,5,Not drought
12/03/10,7,1.4,3.1,2010-03-12,2010,Mar,0,End,,
14/03/10,6.1,2.3,0,2010-03-14,2010,Mar,1,Start,6,Not drought
20/03/10,11.8,6,10.3,2010-03-20,2010,Mar,0,End,,
22/03/10,11.6,5.3,0,2010-03-22,2010,Mar,1,Start,1,Not drought
23/03/10,9.5,-0.7,1.5,2010-03-23,2010,Mar,0,End,,
28/03/10,9.5,3.7,0.1,2010-03-28,2010,Mar,1,Start,1,Not drought
29/03/10,9,2.3,3,2010-03-29,2010,Mar,0,End,,
6/04/10,10.5,5.5,0,2010-04-06,2010,Apr,1,Start,1,Not drought
7/04/10,13,5.8,1.8,2010-04-07,2010,Apr,0,End,,
8/04/10,10.3,2.9,0,2010-04-08,2010,Apr,1,Start,11,Not drought
19/04/10,12.7,3.5,0.7,2010-04-19,2010,Apr,0,End,,
20/04/10,7.9,1.6,0,2010-04-20,2010,Apr,1,Start,5,Not drought
25/04/10,17.1,8.2,0.5,2010-04-25,2010,Apr,0,End,,
27/04/10,14.5,2.5,0,2010-04-27,2010,Apr,1,Start,3,Not drought
30/04/10,12.9,5.8,4.4,2010-04-30,2010,Apr,0,End,,
2/05/10,13.5,4,0,2010-05-02,2010,May,1,Start,4,Not drought
6/05/10,11.7,7.9,0.6,2010-05-06,2010,May,0,End,,
7/05/10,10.6,3.6,0.1,2010-05-07,2010,May,1,Start,1,Not drought
8/05/10,11.1,5,1.1,2010-05-08,2010,May,0,End,,
9/05/10,9.5,3,0,2010-05-09,2010,May,1,Start,3,Not drought
12/05/10,9.5,0.9,0.9,2010-05-12,2010,May,0,End,,
13/05/10,10,-1.7,0,2010-05-13,2010,May,1,Start,4,Not drought
17/05/10,12.4,6,0.3,2010-05-17,2010,May,0,End,,
18/05/10,14.7,1.3,0,2010-05-18,2010,May,1,Start,1,Not drought
19/05/10,15.7,6.9,0.4,2010-05-19,2010,May,0,End,,
20/05/10,17.2,13.5,0,2010-05-20,2010,May,1,Start,7,Not drought
27/05/10,11.4,4.8,1.3,2010-05-27,2010,May,0,End,,
31/05/10,13.2,7.6,0,2010-05-31,2010,May,1,Start,2,Not drought
2/06/10,13.5,6,0.5,2010-06-02,2010,Jun,0,End,,
3/06/10,20.5,8.1,0,2010-06-03,2010,Jun,1,Start,2,Not drought
5/06/10,23.7,10.7,0.6,2010-06-05,2010,Jun,0,End,,
11/06/10,13.2,8.5,0,2010-06-11,2010,Jun,1,Start,2,Not drought
13/06/10,17.4,9,0.7,2010-06-13,2010,Jun,0,End,,
16/06/10,17.2,5,0,2010-06-16,2010,Jun,1,Start,13,Not drought
29/06/10,23.2,13.5,3.6,2010-06-29,2010,Jun,0,End,,
30/06/10,19.4,9.8,0,2010-06-30,2010,Jun,1,Start,2,Not drought
2/07/10,23.3,14.5,5,2010-07-02,2010,Jul,0,End,,
3/07/10,22.3,11.8,0,2010-07-03,2010,Jul,1,Start,5,Not drought
8/07/10,19.4,11.7,7.3,2010-07-08,2010,Jul,0,End,,
10/07/10,22.7,15.6,0,2010-07-10,2010,Jul,1,Start,2,Not drought
12/07/10,17.5,11.4,2.7,2010-07-12,2010,Jul,0,End,,
22/07/10,20,10,0,2010-07-22,2010,Jul,1,Start,1,Not drought
23/07/10,14.6,10.4,1.4,2010-07-23,2010,Jul,0,End,,
24/07/10,17.6,6.6,0,2010-07-24,2010,Jul,1,Start,1,Not drought
25/07/10,18.3,14,0.5,2010-07-25,2010,Jul,0,End,,
30/07/10,15.5,11.4,0,2010-07-30,2010,Jul,1,Start,1,Not drought
31/07/10,17.4,12.5,13.8,2010-07-31,2010,Jul,0,End,,
2/08/10,16.9,11.9,0,2010-08-02,2010,Aug,1,Start,2,Not drought
4/08/10,19.2,10.7,7.4,2010-08-04,2010,Aug,0,End,,
9/08/10,18.6,9.2,0,2010-08-09,2010,Aug,1,Start,1,Not drought
10/08/10,18.3,10.2,1.4,2010-08-10,2010,Aug,0,End,,
11/08/10,17.9,9.6,0,2010-08-11,2010,Aug,1,Start,1,Not drought
12/08/10,15.5,11.3,3.2,2010-08-12,2010,Aug,0,End,,
16/08/10,20,10.7,0,2010-08-16,2010,Aug,1,Start,1,Not drought
17/08/10,20.2,11.3,2.5,2010-08-17,2010,Aug,0,End,,
27/08/10,13.1,7.9,0.1,2010-08-27,2010,Aug,1,Start,1,Not drought
28/08/10,16.6,9.5,7.1,2010-08-28,2010,Aug,0,End,,
31/08/10,14.6,3.2,0,2010-08-31,2010,Aug,1,Start,7,Not drought
7/09/10,17.9,11.4,23.9,2010-09-07,2010,Sep,0,End,,
9/09/10,17.7,10,0,2010-09-09,2010,Sep,1,Start,1,Not drought
10/09/10,17.8,11.6,4.8,2010-09-10,2010,Sep,0,End,,
13/09/10,15.5,9.2,0,2010-09-13,2010,Sep,1,Start,1,Not drought
14/09/10,15.9,13.5,11.8,2010-09-14,2010,Sep,0,End,,
17/09/10,13.4,5.5,0,2010-09-17,2010,Sep,1,Start,2,Not drought
19/09/10,12.4,9,11.5,2010-09-19,2010,Sep,0,End,,
22/09/10,18,9.5,0,2010-09-22,2010,Sep,1,Start,1,Not drought
23/09/10,18.4,13,5.6,2010-09-23,2010,Sep,0,End,,
25/09/10,10.5,3,0,2010-09-25,2010,Sep,1,Start,2,Not drought
27/09/10,12.1,7,0.2,2010-09-27,2010,Sep,0,End,,
5/10/10,15.8,8,0,2010-10-05,2010,Oct,1,Start,1,Not drought
6/10/10,14.9,9.2,6.7,2010-10-06,2010,Oct,0,End,,
7/10/10,13.5,6.7,0,2010-10-07,2010,Oct,1,Start,1,Not drought
8/10/10,13.8,9.4,0.7,2010-10-08,2010,Oct,0,End,,
9/10/10,14.8,11.6,0,2010-10-09,2010,Oct,1,Start,6,Not drought
15/10/10,9.2,7,0.4,2010-10-15,2010,Oct,0,End,,
25/10/10,7.3,-2.7,0,2010-10-25,2010,Oct,1,Start,1,Not drought
26/10/10,7,0.6,1.7,2010-10-26,2010,Oct,0,End,,
31/10/10,11,4.3,0,2010-10-31,2010,Oct,1,Start,1,Not drought
1/11/10,10.5,5.5,0.7,2010-11-01,2010,Nov,0,End,,
7/11/10,7.7,0.4,0,2010-11-07,2010,Nov,1,Start,1,Not drought
8/11/10,5.9,1.2,17,2010-11-08,2010,Nov,0,End,,
13/11/10,9.1,4.1,0,2010-11-13,2010,Nov,1,Start,1,Not drought
14/11/10,8,2.5,2.8,2010-11-14,2010,Nov,0,End,,
15/11/10,5.2,-1.4,0,2010-11-15,2010,Nov,1,Start,2,Not drought
17/11/10,6.6,0.8,0.8,2010-11-17,2010,Nov,0,End,,
24/11/10,4.4,-1.4,0,2010-11-24,2010,Nov,1,Start,5,Not drought
29/11/10,-1.1,-8.2,0.3,2010-11-29,2010,Nov,0,End,,
6/12/10,0.8,-12.2,0,2010-12-06,2010,Dec,1,Start,4,Not drought
10/12/10,4.9,1.1,6.2,2010-12-10,2010,Dec,0,End,,
12/12/10,6.3,0.1,0,2010-12-12,2010,Dec,1,Start,1,Not drought
13/12/10,3.9,1.8,0.3,2010-12-13,2010,Dec,0,End,,
14/12/10,3,1,0,2010-12-14,2010,Dec,1,Start,1,Not drought
15/12/10,3.2,1,1.5,2010-12-15,2010,Dec,0,End,,
20/12/10,-2.8,-12,0,2010-12-20,2010,Dec,1,Start,7,Not drought
27/12/10,1.7,-5.1,1.5,2010-12-27,2010,Dec,0,End,,
3/01/11,0.9,-1.2,0,2011-01-03,2011,Jan,1,Start,2,Not drought
5/01/11,4.2,0.2,15.9,2011-01-05,2011,Jan,0,End,,
7/01/11,3.6,-1.1,0,2011-01-07,2011,Jan,1,Start,1,Not drought
8/01/11,6.6,-1.2,20.2,2011-01-08,2011,Jan,0,End,,
9/01/11,2.8,-0.6,0,2011-01-09,2011,Jan,1,Start,1,Not drought
10/01/11,4.1,-0.8,0.7,2011-01-10,2011,Jan,0,End,,
18/01/11,7.1,2.5,0,2011-01-18,2011,Jan,1,Start,6,Not drought
24/01/11,6.3,2.1,0.2,2011-01-24,2011,Jan,0,End,,
27/01/11,4.5,-1.2,0,2011-01-27,2011,Jan,1,Start,5,Not drought
1/02/11,5.4,-1.5,4.5,2011-02-01,2011,Feb,0,End,,
2/02/11,8.4,3.7,0,2011-02-02,2011,Feb,1,Start,2,Not drought
4/02/11,9.5,3,15.7,2011-02-04,2011,Feb,0,End,,
17/02/11,6,2.1,0,2011-02-17,2011,Feb,1,Start,2,Not drought
19/02/11,3.4,0.2,2.1,2011-02-19,2011,Feb,0,End,,
25/02/11,11.2,7.5,0,2011-02-25,2011,Feb,1,Start,1,Not drought
26/02/11,11.2,4.9,16.4,2011-02-26,2011,Feb,0,End,,
1/03/11,3.3,1,0,2011-03-01,2011,Mar,1,Start,8,Not drought
9/03/11,7.8,2.9,0.8,2011-03-09,2011,Mar,0,End,,
14/03/11,7.9,-4.1,0,2011-03-14,2011,Mar,1,Start,7,Not drought
21/03/11,10.3,5.8,0.2,2011-03-21,2011,Mar,0,End,,
22/03/11,11.1,2.4,0,2011-03-22,2011,Mar,1,Start,9,Not drought
31/03/11,13.1,6.5,9.7,2011-03-31,2011,Mar,0,End,,
3/04/11,12.5,3.9,0,2011-04-03,2011,Apr,1,Start,1,Not drought
4/04/11,11.8,3.6,7.9,2011-04-04,2011,Apr,0,End,,
6/04/11,14.6,10.6,0,2011-04-06,2011,Apr,1,Start,2,Not drought
8/04/11,12.5,6,0.4,2011-04-08,2011,Apr,0,End,,
9/04/11,17.2,4.1,0,2011-04-09,2011,Apr,1,Start,6,Not drought
15/04/11,11.4,5.8,0.2,2011-04-15,2011,Apr,0,End,,
16/04/11,12.9,5.5,0,2011-04-16,2011,Apr,1,Start,20,Drought start
6/05/11,17.1,9,2.3,2011-05-06,2011,May,0,End,,
9/05/11,17.4,7.7,0,2011-05-09,2011,May,1,Start,1,Not drought
10/05/11,17,8.1,6,2011-05-10,2011,May,0,End,,
12/05/11,16,7.5,0,2011-05-12,2011,May,1,Start,1,Not drought
13/05/11,11.8,4.8,4.7,2011-05-13,2011,May,0,End,,
20/05/11,14,6.2,0,2011-05-20,2011,May,1,Start,2,Not drought
22/05/11,17.2,6.9,4.6,2011-05-22,2011,May,0,End,,
25/05/11,13.6,5.3,0,2011-05-25,2011,May,1,Start,1,Not drought
26/05/11,15.2,8.1,1.5,2011-05-26,2011,May,0,End,,
29/05/11,14,9.5,0,2011-05-29,2011,May,1,Start,1,Not drought
30/05/11,16.1,7.8,7.1,2011-05-30,2011,May,0,End,,
1/06/11,13.5,6.9,0,2011-06-01,2011,Jun,1,Start,7,Not drought
8/06/11,15.5,7.1,0.6,2011-06-08,2011,Jun,0,End,,
10/06/11,13.8,3.8,0,2011-06-10,2011,Jun,1,Start,3,Not drought
13/06/11,13.9,7.1,19.4,2011-06-13,2011,Jun,0,End,,
14/06/11,15,6.1,0,2011-06-14,2011,Jun,1,Start,3,Not drought
17/06/11,15.3,7.8,2.3,2011-06-17,2011,Jun,0,End,,
20/06/11,14.1,5.9,0,2011-06-20,2011,Jun,1,Start,1,Not drought
21/06/11,18.7,12.3,6.3,2011-06-21,2011,Jun,0,End,,
26/06/11,21.1,13.6,0,2011-06-26,2011,Jun,1,Start,2,Not drought
28/06/11,26.3,9.6,0.9,2011-06-28,2011,Jun,0,End,,
29/06/11,15.4,8.1,0,2011-06-29,2011,Jun,1,Start,2,Not drought
1/07/11,15.2,6.9,1.1,2011-07-01,2011,Jul,0,End,,
2/07/11,17.2,4.8,0,2011-07-02,2011,Jul,1,Start,4,Not drought
6/07/11,21.1,10.6,7.3,2011-07-06,2011,Jul,0,End,,
11/07/11,18.6,10.9,0,2011-07-11,2011,Jul,1,Start,5,Not drought
16/07/11,20.4,12.3,6.7,2011-07-16,2011,Jul,0,End,,
24/07/11,16.4,9.1,0,2011-07-24,2011,Jul,1,Start,3,Not drought
27/07/11,19.5,11.7,0.4,2011-07-27,2011,Jul,0,End,,
28/07/11,19.2,8.5,0,2011-07-28,2011,Jul,1,Start,7,Not drought
4/08/11,25,12.7,0.3,2011-08-04,2011,Aug,0,End,,
14/08/11,18.4,10.9,0,2011-08-14,2011,Aug,1,Start,2,Not drought
16/08/11,17.8,11.5,2.9,2011-08-16,2011,Aug,0,End,,
18/08/11,16.1,5.9,0,2011-08-18,2011,Aug,1,Start,1,Not drought
19/08/11,16,9,1.8,2011-08-19,2011,Aug,0,End,,
20/08/11,18.5,12.3,0,2011-08-20,2011,Aug,1,Start,1,Not drought
21/08/11,19.4,12.8,1.3,2011-08-21,2011,Aug,0,End,,
22/08/11,19,9.8,0,2011-08-22,2011,Aug,1,Start,3,Not drought
25/08/11,19.6,8.1,18.2,2011-08-25,2011,Aug,0,End,,
31/08/11,13.5,8.9,0,2011-08-31,2011,Aug,1,Start,4,Not drought
4/09/11,18.8,11.7,0.9,2011-09-04,2011,Sep,0,End,,
11/09/11,21.4,11.3,0,2011-09-11,2011,Sep,1,Start,1,Not drought
12/09/11,16.3,11.2,6.9,2011-09-12,2011,Sep,0,End,,
13/09/11,16.5,10,0,2011-09-13,2011,Sep,1,Start,1,Not drought
14/09/11,15.4,7.9,0.6,2011-09-14,2011,Sep,0,End,,
15/09/11,14,7.2,0,2011-09-15,2011,Sep,1,Start,2,Not drought
17/09/11,16.2,10.3,2.7,2011-09-17,2011,Sep,0,End,,
23/09/11,14.3,9,0,2011-09-23,2011,Sep,1,Start,3,Not drought
26/09/11,16.7,9.9,1.9,2011-09-26,2011,Sep,0,End,,
27/09/11,16.1,7.1,0,2011-09-27,2011,Sep,1,Start,6,Not drought
3/10/11,22,14.5,3.4,2011-10-03,2011,Oct,0,End,,
14/10/11,14.4,9.6,0.1,2011-10-14,2011,Oct,1,Start,3,Not drought
17/10/11,13.5,7.7,0.3,2011-10-17,2011,Oct,0,End,,
22/10/11,13.3,6.1,0,2011-10-22,2011,Oct,1,Start,3,Not drought
25/10/11,14.2,9.7,2.3,2011-10-25,2011,Oct,0,End,,
29/10/11,10.7,5,0,2011-10-29,2011,Oct,1,Start,1,Not drought
30/10/11,12.7,7.1,1.2,2011-10-30,2011,Oct,0,End,,
2/11/11,12,4.9,0,2011-11-02,2011,Nov,1,Start,1,Not drought
3/11/11,12.4,9.2,4.8,2011-11-03,2011,Nov,0,End,,
6/11/11,10.3,3,0,2011-11-06,2011,Nov,1,Start,3,Not drought
9/11/11,8.9,7.6,1.8,2011-11-09,2011,Nov,0,End,,
10/11/11,11.2,7.9,0,2011-11-10,2011,Nov,1,Start,1,Not drought
11/11/11,11.7,7.4,0.3,2011-11-11,2011,Nov,0,End,,
13/11/11,11.9,9.3,0,2011-11-13,2011,Nov,1,Start,8,Not drought
21/11/11,9,5.9,0.6,2011-11-21,2011,Nov,0,End,,
23/11/11,9,2,0,2011-11-23,2011,Nov,1,Start,2,Not drought
25/11/11,10.7,5.3,9.8,2011-11-25,2011,Nov,0,End,,
28/11/11,7.7,2.9,0,2011-11-28,2011,Nov,1,Start,1,Not drought
29/11/11,11.3,4.5,1.3,2011-11-29,2011,Nov,0,End,,
8/12/11,7.5,2.5,0,2011-12-08,2011,Dec,1,Start,1,Not drought
9/12/11,10.2,1,7.2,2011-12-09,2011,Dec,0,End,,
14/12/11,3.9,0.8,0,2011-12-14,2011,Dec,1,Start,1,Not drought
15/12/11,3.4,0,3.3,2011-12-15,2011,Dec,0,End,,
8/01/12,6.6,5.5,0,2012-01-08,2012,Jan,1,Start,1,Not drought
9/01/12,8.6,6.2,1.7,2012-01-09,2012,Jan,0,End,,
13/01/12,8.5,0.6,0,2012-01-13,2012,Jan,1,Start,5,Not drought
18/01/12,7.9,-1.2,3.4,2012-01-18,2012,Jan,0,End,,
22/01/12,7.8,4,0,2012-01-22,2012,Jan,1,Start,1,Not drought
23/01/12,7.7,3.2,2.1,2012-01-23,2012,Jan,0,End,,
29/01/12,3.4,-2.1,0,2012-01-29,2012,Jan,1,Start,1,Not drought
30/01/12,2.2,-2.2,0.4,2012-01-30,2012,Jan,0,End,,
31/01/12,1.8,-1.2,0,2012-01-31,2012,Jan,1,Start,5,Not drought
5/02/12,1.4,-3.5,1.3,2012-02-05,2012,Feb,0,End,,
9/02/12,-0.5,-4.4,0,2012-02-09,2012,Feb,1,Start,1,Not drought
10/02/12,2.1,-2.5,4.1,2012-02-10,2012,Feb,0,End,,
11/02/12,-0.2,-4.1,0,2012-02-11,2012,Feb,1,Start,2,Not drought
13/02/12,4,1,2,2012-02-13,2012,Feb,0,End,,
15/02/12,5.6,2.8,0,2012-02-15,2012,Feb,1,Start,2,Not drought
17/02/12,7.7,5.1,8,2012-02-17,2012,Feb,0,End,,
24/02/12,13.9,8.2,0,2012-02-24,2012,Feb,1,Start,1,Not drought
25/02/12,9.5,2.8,0.9,2012-02-25,2012,Feb,0,End,,
26/02/12,7.5,4.2,0,2012-02-26,2012,Feb,1,Start,2,Not drought
28/02/12,9.2,7.6,1.5,2012-02-28,2012,Feb,0,End,,
29/02/12,9.3,6.9,0,2012-02-29,2012,Feb,1,Start,3,Not drought
3/03/12,9.9,3.8,0.4,2012-03-03,2012,Mar,0,End,,
6/03/12,7,-2,0,2012-03-06,2012,Mar,1,Start,1,Not drought
7/03/12,8.7,3,5.7,2012-03-07,2012,Mar,0,End,,
8/03/12,6.9,1.6,0,2012-03-08,2012,Mar,1,Start,1,Not drought
9/03/12,9.3,5.5,0.3,2012-03-09,2012,Mar,0,End,,
10/03/12,12.3,7.9,0,2012-03-10,2012,Mar,1,Start,9,Not drought
19/03/12,9.6,2,12.5,2012-03-19,2012,Mar,0,End,,
